region	tik	Число избирателей, включенных в список избирателей	Число избирательных бюллетеней, полученных участковой избирательной комиссией	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	Число погашенных избирательных бюллетеней	Число избирательных бюллетеней в переносных ящиках для голосования	Число бюллетеней в стационарных ящиках для голосования	Число недействительных избирательных бюллетеней	Число действительных избирательных бюллетеней	Число утраченных избирательных бюллетеней	Число избирательных бюллетеней, не учтенных при получении	Даванков Владислав Андреевич	Даванков Владислав Андреевич (%)	Путин Владимир Владимирович	Путин Владимир Владимирович (%)	Слуцкий Леонид Эдуардович	Слуцкий Леонид Эдуардович (%)	Харитонов Николай Михайлович	Харитонов Николай Михайлович (%)
Город Байконур (Республика Казахстан)	УИК №8143	1428	1000	0	826	34	140	34	826	18	842	0	0	53	6.16	717	83.37	22	2.56	50	5.81
Город Байконур (Республика Казахстан)	УИК №8144	1724	1500	0	963	9	528	9	963	15	957	0	0	46	4.73	848	87.24	31	3.19	32	3.29
Город Байконур (Республика Казахстан)	УИК №8145	1848	1500	0	1046	12	442	12	1046	22	1036	0	0	65	6.14	883	83.46	33	3.12	55	5.20
Город Байконур (Республика Казахстан)	УИК №8146	2125	1500	0	1321	36	143	36	1320	46	1310	0	0	112	8.26	1107	81.64	47	3.47	44	3.24
Донецкая Народная Республика	ТИК №1	35639	35577	19753	7608	3975	4241	23728	7582	102	31208	0	0	649	2.07	29656	94.72	462	1.48	441	1.41
Донецкая Народная Республика	ТИК №10	24953	24911	14143	5086	2853	2829	16996	5071	72	21995	0	0	278	1.26	21007	95.20	353	1.60	357	1.62
Донецкая Народная Республика	ТИК №11	72400	72339	41728	14483	8828	7300	50556	14435	202	64789	0	0	804	1.24	61871	95.20	1023	1.57	1091	1.68
Донецкая Народная Республика	ТИК №12	56812	56782	32462	12492	6106	5722	38568	12462	153	50877	0	0	808	1.58	48488	95.02	815	1.60	766	1.50
Донецкая Народная Республика	ТИК №13	70243	70127	40467	14780	8877	6003	49344	14742	168	63918	0	0	661	1.03	61468	95.91	951	1.48	838	1.31
Донецкая Народная Республика	ТИК №14	57685	57619	33680	11767	5742	6430	39422	11729	149	51002	0	0	1023	1.99	48473	94.76	731	1.43	775	1.52
Донецкая Народная Республика	ТИК №15	89141	88986	50139	19472	8830	10545	58969	19425	226	78168	0	0	957	1.22	74360	94.85	1220	1.56	1631	2.08
Донецкая Народная Республика	ТИК №16	59791	59681	33703	12361	7077	6540	40780	12329	151	52958	0	0	1044	1.97	50275	94.66	796	1.50	843	1.59
Донецкая Народная Республика	ТИК №17	75949	75862	43685	15148	9229	7800	52914	15105	167	67852	0	0	757	1.11	65279	95.97	985	1.45	831	1.22
Донецкая Народная Республика	ТИК №18	53680	53602	40358	3288	2360	7596	42718	3259	103	45874	0	0	499	1.09	44144	96.01	575	1.25	656	1.43
Донецкая Народная Республика	ТИК №19	73950	73829	41991	14277	8535	9026	50526	14228	193	64561	0	0	880	1.36	61255	94.60	956	1.48	1470	2.27
Донецкая Народная Республика	ТИК №2	44839	44811	25508	9488	3881	5934	29389	9463	126	38726	0	0	483	1.24	37042	95.34	642	1.65	559	1.44
Донецкая Народная Республика	ТИК №20	200605	200597	112850	42277	20865	24605	133715	42130	556	175289	0	0	2148	1.22	167911	95.49	2815	1.60	2415	1.37
Донецкая Народная Республика	ТИК №21	43849	43826	25899	8751	4169	5007	30068	8715	102	38681	0	0	444	1.14	37208	95.94	498	1.28	531	1.37
Донецкая Народная Республика	ТИК №22	29937	29892	16774	5892	3774	3452	20548	5874	58	26364	0	0	299	1.13	25313	95.80	381	1.44	371	1.40
Донецкая Народная Республика	ТИК №23	76390	76348	44028	14992	7857	9471	51885	14935	212	66608	0	0	855	1.28	63652	95.26	1044	1.56	1057	1.58
Донецкая Народная Республика	ТИК №24	17151	17129	9459	3523	1927	2220	11386	3509	40	14855	0	0	208	1.40	14175	95.17	244	1.64	228	1.53
Донецкая Народная Республика	ТИК №25	81474	81348	47339	17239	6714	10056	54053	17182	227	71008	0	0	899	1.26	67250	94.41	1105	1.55	1754	2.46
Донецкая Народная Республика	ТИК №26	43678	43624	24756	8723	6583	3562	31339	8693	73	39959	0	0	339	0.85	38870	97.10	374	0.93	376	0.94
Донецкая Народная Республика	ТИК №27	44060	44002	25182	9428	3825	5567	29007	9391	111	38287	0	0	498	1.30	36529	95.13	672	1.75	588	1.53
Донецкая Народная Республика	ТИК №28	58744	58660	33366	12171	5470	7653	38836	12130	157	50809	0	0	870	1.71	48313	94.79	796	1.56	830	1.63
Донецкая Народная Республика	ТИК №29	53341	53286	30636	11480	4564	6606	35200	11438	135	46503	0	0	612	1.31	44278	94.94	826	1.77	787	1.69
Донецкая Народная Республика	ТИК №3	35709	35661	20636	7266	3384	4375	24020	7244	111	31153	0	0	416	1.33	29736	95.11	555	1.78	446	1.43
Донецкая Народная Республика	ТИК №30	75930	75866	42658	15986	7563	9659	50221	15931	202	65950	0	0	852	1.29	62558	94.57	1052	1.59	1488	2.25
Донецкая Народная Республика	ТИК №31	48316	48223	27348	9882	4993	6000	32341	9853	102	42092	0	0	577	1.37	40194	95.26	661	1.57	660	1.56
Донецкая Народная Республика	ТИК №32	75813	75704	43609	15590	6797	9708	50406	15533	178	65761	0	0	896	1.36	62708	95.10	1079	1.64	1078	1.63
Донецкая Народная Республика	ТИК №33	41123	41052	24111	7964	4457	4520	28568	7935	89	36414	0	0	473	1.30	34768	95.25	588	1.61	585	1.60
Донецкая Народная Республика	ТИК №34	49641	49604	28229	9670	5394	6311	33623	9630	126	43127	0	0	555	1.28	41248	95.36	716	1.66	608	1.41
Донецкая Народная Республика	ТИК №35	48007	47967	28059	9206	4602	6100	32661	9169	122	41708	0	0	537	1.28	39770	95.08	731	1.75	670	1.60
Донецкая Народная Республика	ТИК №36	62857	62798	35070	13004	7461	7263	42531	12939	180	55290	0	0	1202	2.17	52562	94.76	757	1.36	769	1.39
Донецкая Народная Республика	ТИК №4	2918	2917	1836	641	47	393	1883	639	8	2514	0	0	33	1.31	2402	95.24	47	1.86	32	1.27
Донецкая Народная Республика	ТИК №5	42156	42079	24530	9283	4377	3889	28907	9252	111	38048	0	0	374	0.98	36665	96.08	542	1.42	467	1.22
Донецкая Народная Республика	ТИК №6	24776	24748	14172	4939	2628	3009	16800	4920	71	21649	0	0	248	1.14	20728	95.43	357	1.64	316	1.45
Донецкая Народная Республика	ТИК №7	50813	50740	30282	10889	6197	3372	36479	10855	121	47213	0	0	469	0.99	45508	96.14	646	1.36	590	1.25
Донецкая Народная Республика	ТИК №8	24177	24150	14046	5362	1854	2888	15900	5340	64	21176	0	0	247	1.16	20276	95.46	311	1.46	342	1.61
Донецкая Народная Республика	ТИК №9	84600	84453	49357	16533	7965	10598	57322	16459	230	73551	0	0	894	1.21	69846	94.67	1054	1.43	1757	2.38
Еврейская автономная область	Биробиджанская	8465	9025	0	7973	421	631	421	7973	9	8385	0	0	5	0.06	8214	97.86	56	0.67	110	1.31
Еврейская автономная область	Биробиджанская городская	55479	54435	0	33886	14089	6460	14089	33880	976	46993	0	0	1332	2.78	42327	88.24	1363	2.84	1971	4.11
Еврейская автономная область	Ленинская	10430	11460	0	6676	3402	1382	3402	6676	32	10046	0	0	39	0.39	9493	94.20	196	1.94	318	3.16
Еврейская автономная область	Облученская	18511	19250	33	15438	2085	1694	2118	15438	41	17515	0	0	69	0.39	16320	92.96	454	2.59	672	3.83
Еврейская автономная область	Октябрьская	6282	6805	0	4039	1947	819	1947	4039	20	5966	0	0	10	0.17	5755	96.14	39	0.65	162	2.71
Еврейская автономная область	Смидовичская	17513	18134	0	14557	2510	1067	2510	14557	53	17014	0	0	29	0.17	16756	98.18	69	0.40	160	0.94
Забайкальский край	Агинская	9898	11682	586	5987	1284	3825	1870	5987	91	7766	0	0	222	2.83	7162	91.15	130	1.65	252	3.21
Забайкальский край	Агинская городская	11787	11650	0	6231	963	4456	963	6231	86	7108	0	0	333	4.63	6311	87.73	186	2.59	278	3.86
Забайкальский край	Акшинская	6995	7200	0	3352	1292	2556	1292	3352	70	4574	0	0	65	1.40	4246	91.43	95	2.05	168	3.62
Забайкальский край	Александрово-Заводская	5043	5348	3	2069	1175	2101	1178	2069	53	3194	0	0	69	2.13	2824	86.97	154	4.74	147	4.53
Забайкальский край	Балейская	12608	12380	0	5451	2970	3959	2970	5451	175	8246	0	0	207	2.46	7352	87.31	304	3.61	383	4.55
Забайкальский край	Борзинская	33176	29435	0	15823	6251	7361	6251	15823	290	21784	0	0	423	1.92	19988	90.55	610	2.76	763	3.46
Забайкальский край	Газимуро-Заводская	7142	6040	0	3197	1623	1220	1623	3197	70	4750	0	0	119	2.47	4251	88.20	182	3.78	198	4.11
Забайкальский край	Дульдургинская	9519	10650	351	5201	1360	3738	1711	5201	66	6846	0	0	134	1.94	6260	90.57	112	1.62	340	4.92
Забайкальский край	ЗАТО п. Горный	3326	3850	0	2155	476	1219	476	2155	49	2582	0	0	77	2.93	2328	88.48	93	3.53	84	3.19
Забайкальский край	Забайкальская	13688	12748	0	6990	672	5086	672	6990	141	7521	0	0	291	3.80	6699	87.43	272	3.55	259	3.38
Забайкальский край	Каларская	5660	4331	13	2787	617	914	630	2787	73	3344	0	0	138	4.04	2918	85.40	131	3.83	157	4.59
Забайкальский край	Калганская	5016	4860	0	1790	1702	1368	1702	1790	26	3466	0	0	30	0.86	3297	94.42	55	1.58	84	2.41
Забайкальский край	Карымская	23395	24113	147	11017	3397	9552	3542	11007	269	14280	0	0	361	2.48	13126	90.22	369	2.54	424	2.91
Забайкальский край	Краснокаменская	41410	38030	0	26026	2273	9731	2273	25981	476	27778	0	0	625	2.21	25446	90.06	787	2.79	920	3.26
Забайкальский край	Красночикойская	12801	13420	21	6724	2402	4273	2423	6724	112	9035	0	0	218	2.38	8027	87.76	277	3.03	513	5.61
Забайкальский край	Кыринская	9036	8350	158	4371	1063	2758	1221	4369	87	5503	0	0	108	1.93	5031	90.00	132	2.36	232	4.15
Забайкальский край	Могойтуйская	15803	16810	766	9218	1506	5320	2272	9218	151	11339	0	0	357	3.11	10227	89.01	288	2.51	467	4.06
Забайкальский край	Могочинская	17043	17250	196	8665	2206	6183	2402	8665	214	10853	0	0	322	2.91	9700	87.65	440	3.98	391	3.53
Забайкальский край	Нерчинская	17759	18395	174	8873	3327	6021	3501	8873	140	12234	0	0	268	2.17	11059	89.37	357	2.89	550	4.44
Забайкальский край	Нерчинско-Заводская	6139	6130	33	2865	1011	2221	1044	2865	76	3833	0	0	88	2.25	3449	88.23	111	2.84	185	4.73
Забайкальский край	Оловяннинская	21153	20730	58	9252	4433	6987	4491	9252	287	13456	0	0	302	2.20	12246	89.11	417	3.03	491	3.57
Забайкальский край	Ононская	7270	7877	236	3396	1757	2488	1993	3396	62	5327	0	0	72	1.34	4980	92.41	88	1.63	187	3.47
Забайкальский край	Петровск-Забайкальская	11518	11730	0	6102	2557	3071	2557	6102	154	8505	0	0	204	2.36	7619	87.99	281	3.25	401	4.63
Забайкальский край	Петровск-Забайкальская городская	11798	12117	0	6145	3244	2728	3244	6145	122	9267	0	0	178	1.90	8606	91.66	189	2.01	294	3.13
Забайкальский край	Приаргунская	12767	13700	0	5925	2069	5706	2069	5925	156	7838	0	0	234	2.93	6778	84.79	339	4.24	487	6.09
Забайкальский край	Сретенская	14541	12380	0	6770	1679	3931	1679	6770	136	8313	0	0	243	2.88	7310	86.52	306	3.62	454	5.37
Забайкальский край	Тунгиро-Олёкминская	844	950	0	539	76	335	76	539	8	607	0	0	1	0.16	574	93.33	18	2.93	14	2.28
Забайкальский край	Тунгокоченская	7742	8550	0	3264	1832	3454	1832	3264	60	5036	0	0	115	2.26	4501	88.32	178	3.49	242	4.75
Забайкальский край	Улётовская	13346	12450	0	6127	2936	3387	2936	6127	115	8948	0	0	191	2.11	8067	89.01	272	3.00	418	4.61
Забайкальский край	Хилокская	19588	19553	0	9948	2345	7260	2345	9917	116	12146	0	0	146	1.19	11430	93.21	326	2.66	244	1.99
Забайкальский край	Чернышевская	22450	23200	202	11019	3903	8076	4105	11019	244	14880	0	0	406	2.68	13238	87.53	644	4.26	592	3.91
Забайкальский край	Чита, Железнодорожная	37286	35100	0	23941	1439	9720	1439	23941	455	24925	0	0	933	3.68	22288	87.82	871	3.43	833	3.28
Забайкальский край	Чита, Ингодинская	52402	48525	0	29566	5675	13284	5675	29244	671	34248	0	0	1741	4.99	29454	84.35	1500	4.30	1553	4.45
Забайкальский край	Чита, Центральная	97482	85700	0	56272	3527	25901	3527	56159	1206	58480	0	0	3841	6.44	49241	82.50	2549	4.27	2849	4.77
Забайкальский край	Чита, Черновская	59448	59950	0	27811	11684	20455	11683	27811	755	38739	0	0	1175	2.98	35184	89.09	1124	2.85	1256	3.18
Забайкальский край	Читинская	52758	49080	0	24536	5116	19428	5116	24533	566	29083	0	0	952	3.21	25730	86.78	1127	3.80	1274	4.30
Забайкальский край	Шелопугинская	5011	5000	0	1999	1262	1739	1262	1999	52	3209	0	0	76	2.33	2914	89.36	85	2.61	134	4.11
Забайкальский край	Шилкинская	27753	28750	49	13324	4713	10664	4759	13324	427	17656	0	0	538	2.98	15544	85.96	692	3.83	882	4.88
Запорожская область	Акимовская	26514	27000	8876	7964	5594	4566	14470	7775	114	22131	0	0	488	2.19	20366	91.55	671	3.02	606	2.72
Запорожская область	Бердянская	34367	35000	0	16973	10784	7243	10784	16882	164	27502	0	0	657	2.37	25261	91.31	827	2.99	757	2.74
Запорожская область	Бердянская	28459	29000	0	14064	9017	5919	9017	13956	139	22834	0	0	491	2.14	20967	91.27	692	3.01	684	2.98
Запорожская область	Бердянская районная	14358	15000	6232	3719	2639	2410	8871	3613	76	12408	0	0	279	2.23	11284	90.39	386	3.09	459	3.68
Запорожская область	Васильевская	14677	15000	3457	5654	3926	1963	7383	5556	68	12871	0	0	267	2.06	11793	91.14	417	3.22	394	3.05
Запорожская область	Веселовская	13198	14000	3112	4521	3253	3114	6365	4430	63	10732	0	0	306	2.83	9781	90.61	321	2.97	324	3.00
Запорожская область	Днепрорудная	18733	19000	3029	7321	4937	3713	7966	7234	87	15113	0	0	326	2.14	13527	88.99	692	4.55	568	3.74
Запорожская область	Каменско-Днепровская	28512	28500	7697	10212	6789	3802	14486	10063	131	24418	0	0	569	2.32	22813	92.93	672	2.74	364	1.48
Запорожская область	Куйбышевская	35515	36000	422	19153	12899	3526	13321	19024	181	32164	0	0	274	0.85	30942	95.66	514	1.59	434	1.34
Запорожская область	Мелитополь, Северная	47181	48000	0	23658	14396	9946	14396	23543	213	37726	0	0	816	2.15	34964	92.16	1049	2.76	897	2.36
Запорожская область	Мелитополь, Южная	45054	46000	0	22576	13647	9777	13647	22457	219	35885	0	0	783	2.17	33293	92.21	1008	2.79	801	2.22
Запорожская область	Мелитопольская районная	25856	26000	11467	6367	4846	3320	16313	6249	127	22435	0	0	479	2.12	20719	91.83	658	2.92	579	2.57
Запорожская область	Михайловская	17030	17500	3018	6606	4655	3221	7673	6512	84	14101	0	0	274	1.93	12939	91.22	449	3.17	439	3.09
Запорожская область	Пологовская	27760	29000	0	14486	10463	4051	10463	14355	138	24680	0	0	437	1.76	23198	93.47	543	2.19	502	2.02
Запорожская область	Приазовская	17996	18000	6046	5468	3719	2767	9765	5315	81	14999	0	0	293	1.94	13741	91.12	492	3.26	473	3.14
Запорожская область	Приморская	18318	19000	4876	6103	4163	3858	9039	5986	84	14941	0	0	279	1.86	13816	91.95	443	2.95	403	2.68
Запорожская область	Токмакская	84252	86000	2814	44178	30369	8639	33183	43964	447	76700	0	0	628	0.81	74252	96.25	949	1.23	871	1.13
Запорожская область	Черниговская	10023	10200	1932	3753	2661	1854	4593	3664	47	8210	0	0	254	3.08	7301	88.42	408	4.94	247	2.99
Запорожская область	Энергодарская	27925	28000	0	14562	9028	4410	9028	14491	135	23384	0	0	624	2.65	22192	94.36	296	1.26	272	1.16
Ивановская область	Верхнеландеховская	3076	3145	0	1921	993	231	993	1921	27	2887	0	0	69	2.37	2618	89.84	74	2.54	126	4.32
Ивановская область	Вичугская	12178	11450	0	6017	3152	2281	3152	5529	324	8357	0	0	319	3.67	7010	80.75	346	3.99	682	7.86
Ивановская область	Вичугская городская	26505	24600	0	16157	6754	1689	6754	16156	431	22479	0	0	544	2.37	20145	87.93	721	3.15	1069	4.67
Ивановская область	Гаврилово-Посадская	11766	11585	0	8126	2768	691	2768	8126	148	10746	0	0	238	2.18	9780	89.77	300	2.75	428	3.93
Ивановская область	Заволжская	11827	12300	0	7946	3400	954	3400	7946	87	11259	0	0	186	1.64	10576	93.21	165	1.45	332	2.93
Ивановская область	Иваново, Ленинская	112093	94300	0	68439	10462	15399	10462	68172	1561	77073	0	0	3978	5.06	66515	84.59	2476	3.15	4104	5.22
Ивановская область	Иваново, Октябрьская	65269	58100	0	37880	4340	15880	4340	36990	1016	40314	0	0	2650	6.41	33903	82.03	1692	4.09	2069	5.01
Ивановская область	Иваново, Советская	44551	39548	0	28892	2387	8269	2387	28823	521	30689	0	0	1121	3.59	27238	87.27	872	2.79	1458	4.67
Ивановская область	Иваново, Фрунзенская	80504	72900	0	42889	13589	16422	13589	42423	1132	54880	0	0	3468	6.19	46920	83.77	1937	3.46	2555	4.56
Ивановская область	Ивановская	31000	30270	0	23299	5565	1406	5565	23299	411	28453	0	0	1002	3.47	25327	87.75	991	3.43	1133	3.93
Ивановская область	Ильинская	6183	6080	0	3490	2112	478	2112	3490	61	5541	0	0	134	2.39	4802	85.72	259	4.62	346	6.18
Ивановская область	Кинешемская	15102	14319	0	7793	5125	1401	5125	7790	176	12739	0	0	325	2.52	10984	85.05	719	5.57	711	5.51
Ивановская область	Кинешемская городская	60742	61706	0	39691	10214	11801	10212	39362	821	48753	0	0	2067	4.17	42383	85.49	1757	3.54	2546	5.14
Ивановская область	Комсомольская	14230	15050	0	9315	4482	1253	4482	9315	71	13726	0	0	131	0.95	13200	95.67	145	1.05	250	1.81
Ивановская область	Кохомская городская	23990	22550	0	16137	2740	3673	2740	16119	311	18548	0	0	608	3.22	16765	88.90	490	2.60	685	3.63
Ивановская область	Лежневская	13940	13410	0	7973	5003	434	5003	7973	184	12792	0	0	406	3.13	11384	87.73	397	3.06	605	4.66
Ивановская область	Лухская	4224	4690	0	2450	1569	671	1568	2435	37	3966	0	0	97	2.42	3474	86.78	142	3.55	253	6.32
Ивановская область	Палехская	7779	7050	0	4578	2326	146	2326	4578	112	6792	0	0	215	3.11	5901	85.47	217	3.14	459	6.65
Ивановская область	Пестяковская	4034	3730	0	2527	1032	171	1032	2524	67	3489	0	0	108	3.04	3010	84.65	144	4.05	227	6.38
Ивановская область	Приволжская	18019	18400	0	12151	4614	1635	4614	12151	213	16552	0	0	478	2.85	14908	88.92	400	2.39	766	4.57
Ивановская область	Пучежская	9311	9265	0	6309	2354	602	2354	6309	185	8478	0	0	323	3.73	7014	80.97	396	4.57	745	8.60
Ивановская область	Родниковская	25246	24025	0	19055	3771	1199	3771	19055	211	22615	0	0	706	3.09	19741	86.48	909	3.98	1259	5.52
Ивановская область	Савинская	7870	7850	0	4891	2283	676	2283	4891	85	7089	0	0	240	3.35	6153	85.77	393	5.48	303	4.22
Ивановская область	Тейковская	8935	8815	0	4938	3501	376	3501	4938	93	8346	0	0	207	2.45	7512	89.02	316	3.74	311	3.69
Ивановская область	Тейковская городская	25795	24550	0	18237	5187	1126	5187	18237	266	23158	0	0	422	1.80	21154	90.31	1023	4.37	559	2.39
Ивановская область	Фурмановская	30337	30180	0	22090	6867	1223	6867	22089	192	28764	0	0	487	1.68	26626	91.95	416	1.44	1235	4.27
Ивановская область	Шуйская	13787	13490	0	9088	3999	403	3999	9086	95	12990	0	0	349	2.67	11574	88.45	420	3.21	647	4.94
Ивановская область	Шуйская городская	41842	40457	0	30956	5877	3624	5877	30948	443	36382	0	0	923	2.51	32884	89.30	997	2.71	1578	4.29
Ивановская область	Южская	13875	13790	0	8973	4323	494	4323	8973	163	13133	0	0	324	2.44	11933	89.75	432	3.25	444	3.34
Ивановская область	Юрьевецкая	10722	10942	0	5148	5084	710	5084	5148	82	10150	0	0	212	2.07	9128	89.21	212	2.07	598	5.84
Иркутская область	Аларская	16021	17850	0	12391	1965	3494	1965	12391	111	14245	0	0	272	1.89	13175	91.77	251	1.75	547	3.81
Иркутская область	Ангарская	176237	163600	0	95914	4423	63263	4423	95909	2864	97468	0	0	6012	5.99	82718	82.44	4203	4.19	4535	4.52
Иркутская область	Балаганская	6006	6050	0	4139	599	1312	599	4139	87	4651	0	0	143	3.02	4062	85.73	157	3.31	289	6.10
Иркутская область	Баяндаевская	8483	8825	0	6627	658	1540	658	6627	75	7210	0	0	172	2.36	6689	91.82	87	1.19	262	3.60
Иркутская область	Бодайбинская	14532	13630	34	6918	1466	5212	1500	6918	208	8210	0	0	356	4.23	7103	84.38	340	4.04	411	4.88
Иркутская область	Боханская	15759	17180	0	9707	1918	5555	1918	9707	146	11479	0	0	335	2.88	10190	87.66	282	2.43	672	5.78
Иркутская область	Братская городская	158714	147600	0	89164	7503	50933	7503	89154	2287	94370	0	0	4638	4.80	82356	85.20	3413	3.53	3963	4.10
Иркутская область	Братская районная	37335	32050	0	24036	3703	4311	3703	23931	721	26913	0	0	711	2.57	23760	85.98	1084	3.92	1358	4.91
Иркутская область	Жигаловская	12161	17110	0	8249	1469	7392	1467	8242	392	9317	0	0	466	4.80	7748	79.80	520	5.36	583	6.00
Иркутская область	Заларинская	19719	19984	0	12699	2885	4400	2885	12699	255	15329	0	0	479	3.07	13536	86.86	567	3.64	747	4.79
Иркутская область	Зиминская городская	22289	21350	0	11951	1247	8152	1247	11951	397	12801	0	0	608	4.61	10903	82.61	567	4.30	723	5.48
Иркутская область	Зиминская районная	8912	9050	0	4711	1227	3112	1227	4711	123	5815	0	0	175	2.95	5142	86.59	229	3.86	269	4.53
Иркутская область	Иркутская городская N 1	113592	108450	0	60083	2511	45856	2511	60078	1404	61185	0	0	4212	6.73	51878	82.89	2273	3.63	2822	4.51
Иркутская область	Иркутская городская N 2	117364	106900	0	68247	2442	36211	2442	68244	1871	68815	0	0	7603	10.76	55258	78.17	2475	3.50	3479	4.92
Иркутская область	Иркутская городская N 3 	86944	74850	0	47089	2127	25634	2127	47078	1315	47890	0	0	4213	8.56	39642	80.56	1660	3.37	2375	4.83
Иркутская область	Иркутская городская N 4	158997	137500	0	89072	3980	44448	3980	89063	2580	90463	0	0	8948	9.62	73770	79.29	3294	3.54	4451	4.78
Иркутская область	Иркутская районная	134026	132055	0	76085	13155	42815	13155	75877	1979	87053	0	0	5229	5.87	75197	84.46	3155	3.54	3472	3.90
Иркутская область	Казачинско-Ленская	13109	14697	43	6923	1071	6660	1114	6922	205	7831	0	0	280	3.48	6827	84.96	287	3.57	437	5.44
Иркутская область	Катангская	4231	8450	34	2226	967	5223	1001	2226	69	3158	0	0	139	4.31	2745	85.06	130	4.03	144	4.46
Иркутская область	Качугская	12267	13245	9	7282	970	4984	979	7282	139	8122	0	0	262	3.17	7129	86.30	272	3.29	459	5.56
Иркутская область	Киренская	13954	13194	7	7451	958	4778	965	7450	215	8200	0	0	371	4.41	7021	83.43	351	4.17	457	5.43
Иркутская область	Куйтунская	20095	22500	0	12849	2612	7039	2612	12849	338	15123	0	0	332	2.15	13628	88.14	417	2.70	746	4.83
Иркутская область	Мамско-Чуйская	2893	3050	0	1438	149	1463	149	1438	56	1531	0	0	54	3.40	1269	79.96	102	6.43	106	6.68
Иркутская область	Нижнеилимская	36267	36750	0	19572	1942	15236	1942	19572	554	20960	0	0	873	4.06	18008	83.70	911	4.23	1168	5.43
Иркутская область	Нижнеудинская	44629	42750	5	27590	4124	11031	4129	27589	592	31126	0	0	938	2.96	28037	88.39	906	2.86	1245	3.93
Иркутская область	Нукутская 	9964	11310	0	7491	893	2926	893	7491	111	8273	0	0	263	3.14	7418	88.48	186	2.22	406	4.84
Иркутская область	Ольхонская	6717	7200	12	4401	625	2162	637	4401	94	4944	0	0	218	4.33	4335	86.05	132	2.62	259	5.14
Иркутская область	Осинская	13862	15435	0	9090	1822	4523	1822	9090	125	10787	0	0	339	3.11	9627	88.22	251	2.30	570	5.22
Иркутская область	Саянская	28428	26700	0	17896	1005	7799	1005	17894	511	18388	0	0	798	4.22	15835	83.79	711	3.76	1044	5.52
Иркутская область	Свирская	10322	9350	0	7466	1010	874	1010	7466	297	8179	0	0	381	4.50	6985	82.41	397	4.68	416	4.91
Иркутская область	Слюдянская	29550	30070	0	18895	1979	9196	1979	18894	608	20265	0	0	1159	5.55	16641	79.73	1162	5.57	1303	6.24
Иркутская область	Тайшетская	53025	52870	0	27459	2495	22916	2495	27459	749	29205	0	0	1125	3.76	25632	85.57	1067	3.56	1381	4.61
Иркутская область	Тулунская городская	29283	26550	0	20184	2889	3477	2889	20184	368	22705	0	0	638	2.77	20732	89.85	515	2.23	820	3.55
Иркутская область	Тулунская районная	16263	16250	0	9633	2618	3999	2618	9633	169	12082	0	0	264	2.15	11069	90.35	274	2.24	475	3.88
Иркутская область	Усолье-Сибирская городская	56147	57330	0	32558	4200	20572	4200	32543	1010	35733	0	0	1621	4.41	31297	85.18	1130	3.08	1685	4.59
Иркутская область	Усольская районная	34065	35010	0	17911	1842	15257	1842	17910	446	19306	0	0	612	3.10	17027	86.20	574	2.91	1093	5.53
Иркутская область	Усть-Илимская городская	57129	56150	0	30821	2056	23273	2056	30819	809	32066	0	0	1486	4.52	27907	84.89	1141	3.47	1532	4.66
Иркутская область	Усть-Илимская районная	11102	11000	4	6030	1325	3641	1329	6030	173	7186	0	0	224	3.04	6470	87.92	202	2.74	290	3.94
Иркутская область	Усть-Кутская	38986	39250	4	20272	1502	17472	1505	20272	574	21203	0	0	1098	5.04	18006	82.68	1013	4.65	1086	4.99
Иркутская область	Усть-Удинская	9532	10110	0	5838	1856	2416	1856	5838	152	7542	0	0	178	2.31	6720	87.34	269	3.50	375	4.87
Иркутская область	Черемховская городская	36708	36100	0	19919	3758	12423	3758	19919	674	23003	0	0	1199	5.06	19660	83.03	1061	4.48	1083	4.57
Иркутская область	Черемховская районная	20103	20900	0	11759	1702	7439	1702	11759	330	13131	0	0	385	2.86	11621	86.33	494	3.67	631	4.69
Иркутская область	Чунская	23628	24540	4	15458	1859	7219	1863	15458	396	16925	0	0	553	3.19	14869	85.84	547	3.16	956	5.52
Иркутская область	Шелеховская	54201	53000	0	29116	1584	22300	1584	29112	813	29883	0	0	1545	5.03	25704	83.74	1165	3.80	1469	4.79
Иркутская область	Эхирит-Булагатская	22131	23650	0	16819	2345	4486	2345	16819	222	18942	0	0	710	3.70	16604	86.64	468	2.44	1160	6.05
Кабардино-Балкарская Республика	Баксанская	43796	43590	0	36389	5249	1952	5249	36359	37	41571	0	0	424	1.02	39279	94.40	919	2.21	949	2.28
Кабардино-Балкарская Республика	Баксанская городская	32385	32183	0	26384	3878	1921	3878	26365	24	30219	0	0	241	0.80	28893	95.54	367	1.21	718	2.37
Кабардино-Балкарская Республика	Зольская	29443	29296	0	24228	3525	1543	3525	24202	38	27689	0	0	367	1.32	25635	92.46	999	3.60	688	2.48
Кабардино-Балкарская Республика	Лескенская	17956	18000	0	15255	2151	594	2151	15237	14	17374	0	0	194	1.12	16462	94.67	238	1.37	480	2.76
Кабардино-Балкарская Республика	Майская	25032	24838	0	20842	3066	930	3066	20825	26	23865	0	0	283	1.18	22641	94.77	331	1.39	610	2.55
Кабардино-Балкарская Республика	Нальчикская городская	167541	165730	0	140861	20222	4647	20222	140726	149	160799	0	0	1790	1.11	151329	94.02	3959	2.46	3721	2.31
