region	tik	Число избирателей, включенных в список избирателей	Число избирательных бюллетеней, полученных участковой избирательной комиссией	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	Число погашенных избирательных бюллетеней	Число избирательных бюллетеней в переносных ящиках для голосования	Число бюллетеней в стационарных ящиках для голосования	Число недействительных избирательных бюллетеней	Число действительных избирательных бюллетеней	Число утраченных избирательных бюллетеней	Число избирательных бюллетеней, не учтенных при получении	Даванков Владислав Андреевич	Даванков Владислав Андреевич (%)	Путин Владимир Владимирович	Путин Владимир Владимирович (%)	Слуцкий Леонид Эдуардович	Слуцкий Леонид Эдуардович (%)	Харитонов Николай Михайлович	Харитонов Николай Михайлович (%)
город Москва	Войковский район	29543	33673	0	10613	1295	21765	1295	10609	830	11074	0	0	2257	18.96	7863	66.05	293	2.46	661	5.55
город Москва	Гагаринский район	30434	30400	0	12384	915	17101	915	12365	888	12392	0	0	2208	16.63	9178	69.11	297	2.24	709	5.34
город Москва	Головинский район	36163	50000	0	11925	1210	36864	1210	11921	562	12569	1	0	1647	12.54	9863	75.11	301	2.29	758	5.77
город Москва	Даниловский район	39943	45600	0	15976	1564	28060	1564	15951	597	16918	0	0	1196	6.83	14772	84.34	250	1.43	700	3.99
город Москва	Дмитровский район	30238	46500	0	9345	1382	35773	1382	9332	482	10232	0	0	1354	12.64	8098	75.58	243	2.27	537	5.01
город Москва	Донской район	18327	19180	0	7697	981	10502	981	7697	92	8586	0	0	260	2.99	7747	89.27	204	2.35	375	4.32
город Москва	Красносельский район	17072	18000	0	6933	474	10593	474	6933	364	7043	0	0	887	11.98	5755	77.70	134	1.81	267	3.60
город Москва	Левобережный район	21303	25500	0	6894	1502	17104	1502	6844	477	7869	0	0	817	9.79	6638	79.54	140	1.68	274	3.28
город Москва	Ломоносовский район	31660	35700	0	11677	852	23171	852	11636	1027	11461	0	0	2165	17.34	8427	67.48	250	2.00	619	4.96
город Москва	Лосиноостровский район	31109	46400	0	11193	1029	34178	1029	11179	698	11510	0	0	1478	12.11	9091	74.47	243	1.99	698	5.72
город Москва	Мещанский район	26412	23600	0	11773	1256	10571	1256	11682	686	12252	0	0	1180	9.12	10309	79.68	284	2.20	479	3.70
город Москва	Можайский район	52109	67000	0	15993	1687	49320	1687	15915	973	16629	0	0	2075	11.79	13265	75.36	409	2.32	880	4.99
город Москва	Молжаниновский район	5238	7300	0	1906	200	5194	200	1903	97	2006	0	0	281	13.36	1512	71.90	67	3.19	146	6.94
город Москва	Нагорный район	25271	31200	0	9120	697	21383	697	9113	287	9523	0	0	715	7.29	8069	82.25	259	2.64	480	4.89
город Москва	Нижегородский район	16159	19370	0	5444	697	13229	696	5435	287	5844	0	0	881	14.37	4388	71.57	191	3.12	384	6.26
город Москва	Новомосковская	95451	103000	0	45980	2490	54529	2490	45864	1683	46671	1	0	4975	10.29	37699	77.96	1318	2.73	2679	5.54
город Москва	Обручевский район	28901	33810	0	10248	1250	22312	1250	10241	794	10697	0	0	2436	21.20	7244	63.04	342	2.98	675	5.87
город Москва	Останкинский район	24427	29700	0	9244	504	19952	502	9232	614	9120	0	0	1240	12.74	7133	73.28	215	2.21	532	5.47
город Москва	Пресненский район	52729	58500	0	18800	968	38732	968	18744	1460	18252	0	0	3423	17.37	13303	67.49	489	2.48	1037	5.26
город Москва	Рязанский район	40121	55500	0	13815	793	40892	793	13801	545	14049	0	0	752	5.15	12586	86.24	133	0.91	578	3.96
город Москва	Савеловский район	22567	25752	0	6179	2014	17559	2014	6139	433	7720	0	0	725	8.89	6498	79.70	175	2.15	322	3.95
город Москва	Сосенская	95774	123304	0	38976	897	83431	897	38920	1762	38055	0	0	4698	11.80	30398	76.34	960	2.41	1999	5.02
город Москва	Таганский район	46847	51300	0	18217	1726	31357	1726	18145	730	19141	0	0	2263	11.39	15503	78.02	368	1.85	1007	5.07
город Москва	Тверской район	34919	34700	0	14080	1246	19374	1238	14074	1381	13931	0	0	3275	21.39	9297	60.72	452	2.95	907	5.92
город Москва	Тимирязевский район	29918	35400	0	9481	1570	24349	1570	9469	885	10154	0	0	1787	16.19	7476	67.72	260	2.36	631	5.72
город Москва	Троицкий административный округ	66994	103000	0	23472	1478	78048	1478	23467	1184	23761	2	0	2761	11.07	18823	75.46	670	2.69	1507	6.04
город Москва	Хорошевский район	36460	42500	0	14120	383	27997	383	14069	593	13859	0	0	2010	13.91	10784	74.62	341	2.36	724	5.01
город Москва	Южнопортовый район	25765	32100	0	8155	945	23000	945	8154	152	8947	0	0	310	3.41	8251	90.68	92	1.01	294	3.23
город Москва	Ярославский район	29617	38530	0	9625	952	27953	952	9617	564	10005	0	0	1533	14.50	7445	70.44	286	2.71	741	7.01
город Москва	район Арбат	15273	13400	0	8297	208	4895	208	8280	539	7949	0	0	1146	13.50	6295	74.16	205	2.42	303	3.57
город Москва	район Аэропорт	29590	31700	0	10109	1293	20298	1293	10034	632	10695	0	0	1728	15.26	8334	73.58	200	1.77	433	3.82
город Москва	район Беговой 	15782	19400	0	3593	1721	14086	1721	3593	192	5122	0	0	310	5.83	4678	88.03	51	0.96	83	1.56
город Москва	район Бибирево	48694	70300	0	13782	1626	54892	1625	13771	771	14625	0	0	2210	14.35	11003	71.47	379	2.46	1033	6.71
город Москва	район Бирюлево Восточное	47925	68500	0	17054	1611	49835	1611	17046	838	17819	0	0	1850	9.92	14332	76.82	454	2.43	1183	6.34
город Москва	район Бирюлево Западное	27347	36100	0	9167	1063	25870	1063	9166	278	9951	0	0	367	3.59	8978	87.77	150	1.47	456	4.46
город Москва	район Богородское	40271	51050	0	15012	1001	35037	1000	15004	1032	14972	0	0	2890	18.06	10573	66.06	493	3.08	1016	6.35
город Москва	район Братеево	30306	45300	0	10871	1448	32981	1448	10870	369	11949	0	0	291	2.36	11045	89.67	153	1.24	460	3.73
город Москва	район Вешняки 	38734	55200	0	14110	1413	39677	1413	14011	397	15027	0	0	982	6.37	13129	85.12	236	1.53	680	4.41
город Москва	район Внуково	9301	12500	0	2535	227	9738	227	2531	85	2673	0	0	102	3.70	2409	87.35	56	2.03	106	3.84
город Москва	район Восточное Дегунино	31081	41800	0	9170	2327	30303	2327	9166	526	10967	0	0	1207	10.50	8887	77.33	239	2.08	634	5.52
город Москва	район Восточное Измайлово 	22947	31600	0	7770	1314	22516	1314	7739	301	8752	0	0	782	8.64	7464	82.45	147	1.62	359	3.97
город Москва	район Восточный	3749	5750	0	1193	349	4208	349	1193	53	1489	0	0	141	9.14	1206	78.21	46	2.98	96	6.23
город Москва	район Выхино-Жулебино	69260	93744	0	22824	1911	69009	1911	22804	1304	23411	0	0	2931	11.86	18448	74.64	549	2.22	1483	6.00
город Москва	район Гольяново 	56375	72900	0	19574	1764	51561	1764	19566	942	20388	1	0	2137	10.02	16652	78.07	482	2.26	1117	5.24
город Москва	район Дорогомилово	24330	25000	0	8492	384	16124	384	8464	667	8181	0	0	921	10.41	6714	75.88	160	1.81	386	4.36
город Москва	район Замоскворечье	21232	22000	0	7855	926	13219	926	7851	820	7957	0	0	1551	17.67	5675	64.66	243	2.77	488	5.56
город Москва	район Западное Дегунино	32893	43800	0	9886	2314	31600	2313	9885	531	11667	0	0	649	5.32	10533	86.35	195	1.60	290	2.38
город Москва	район Зюзино	38666	49400	0	13876	1528	33996	1528	13864	739	14653	0	0	1970	12.80	11536	74.95	354	2.30	793	5.15
город Москва	район Зябликово	38059	56100	0	13227	1594	41279	1594	13205	319	14480	0	0	695	4.70	12806	86.53	205	1.39	774	5.23
город Москва	район Ивановское 	42838	70500	0	16260	2427	51813	2427	16252	737	17942	0	0	990	5.30	16039	85.87	305	1.63	608	3.25
город Москва	район Измайлово 	33534	44160	0	14128	1247	28785	1247	14125	683	14689	0	0	1576	10.25	12087	78.63	343	2.23	683	4.44
город Москва	район Капотня	7888	11620	0	2446	277	8897	277	2432	82	2627	0	0	109	4.02	2356	86.97	49	1.81	113	4.17
город Москва	район Коньково	54300	66650	0	20225	1594	44831	1594	20199	1828	19965	0	0	4475	20.53	13417	61.57	647	2.97	1426	6.54
город Москва	район Коптево	34742	47800	0	10681	1790	35329	1790	10668	797	11661	0	0	2033	16.32	8570	68.79	308	2.47	750	6.02
город Москва	район Косино-Ухтомский 	23252	42000	0	9498	713	31789	712	9490	547	9655	0	0	1185	11.62	7621	74.70	268	2.63	581	5.69
город Москва	район Котловка	19589	25750	0	6514	693	18543	693	6508	326	6875	0	0	845	11.73	5355	74.36	198	2.75	477	6.62
город Москва	район Крылатское	36182	39000	0	16230	1369	21401	1369	16104	364	17109	0	0	929	5.32	15574	89.13	175	1.00	431	2.47
город Москва	район Крюково	37037	61000	0	11361	1516	48122	1516	11359	589	12286	1	0	1191	9.25	10143	78.78	271	2.10	681	5.29
город Москва	район Кузьминки	45088	75000	0	14513	910	59577	910	14486	329	15067	0	0	524	3.40	14175	92.07	80	0.52	288	1.87
город Москва	район Кунцево	55976	68000	0	18804	1845	47351	1845	18775	916	19704	0	0	1733	8.40	16893	81.93	421	2.04	657	3.19
город Москва	район Куркино	14291	16600	0	4826	521	11253	521	4778	331	4968	0	0	643	12.13	4012	75.71	115	2.17	198	3.74
город Москва	район Лефортово	38770	51358	0	18935	204	32219	204	18893	720	18377	0	0	1761	9.22	15908	83.30	189	0.99	519	2.72
город Москва	район Лианозово	28196	41500	0	9649	963	30888	963	9647	509	10101	0	0	1366	12.87	7753	73.07	271	2.55	711	6.70
город Москва	район Люблино	63459	92042	0	21110	1885	69047	1885	21105	798	22192	0	0	2035	8.85	18508	80.50	503	2.19	1146	4.98
город Москва	район Марфино	12389	15900	0	3595	428	11877	426	3585	267	3744	0	0	610	15.21	2850	71.05	80	1.99	204	5.09
город Москва	район Марьина Роща	22245	31000	0	7807	672	22521	672	7806	465	8013	0	0	1179	13.91	6056	71.43	234	2.76	544	6.42
город Москва	район Марьино	82863	118500	0	27964	1800	88736	1800	27889	896	28793	0	0	1828	6.16	25565	86.11	383	1.29	1017	3.43
город Москва	район Матушкино	14734	20800	0	4491	1021	15288	1021	4490	199	5312	0	0	367	6.66	4523	82.07	91	1.65	331	6.01
город Москва	район Метрогородок 	12777	17911	0	4431	591	12889	591	4431	117	4905	0	0	283	5.64	4326	86.14	100	1.99	196	3.90
город Москва	район Митино	61498	89700	0	18569	1997	69132	1997	18533	1103	19427	2	0	2751	13.40	15129	73.69	429	2.09	1118	5.45
город Москва	район Москворечье-Сабурово	25270	31750	0	10568	686	20495	686	10557	345	10898	1	0	793	7.05	9448	84.03	117	1.04	540	4.80
город Москва	район Нагатино-Садовники	28097	33135	0	10476	1381	21278	1375	10447	281	11541	0	0	498	4.21	10422	88.16	180	1.52	441	3.73
город Москва	район Нагатинский затон	37094	42920	0	19306	1872	21742	1872	19298	240	20930	0	0	853	4.03	19286	91.10	198	0.94	593	2.80
город Москва	район Некрасовка	25623	32050	0	14171	301	17578	301	14171	161	14311	0	0	162	1.12	13531	93.50	85	0.59	533	3.68
город Москва	район Ново-Переделкино	39287	53300	0	14735	691	37874	691	14731	211	15211	0	0	403	2.61	14442	93.65	124	0.80	242	1.57
город Москва	район Новогиреево 	31130	38600	0	11892	1454	25254	1454	11832	478	12808	0	0	1538	11.58	10243	77.10	308	2.32	719	5.41
город Москва	район Новокосино 	30165	44600	0	10502	783	33310	783	10501	529	10755	5	0	1085	9.62	8848	78.41	255	2.26	567	5.02
город Москва	район Орехово-Борисово Северное	38475	57700	0	13891	1391	42418	1391	13889	573	14707	0	0	1728	11.31	11810	77.29	333	2.18	836	5.47
город Москва	район Орехово-Борисово Южное	48464	71000	0	18563	1257	51180	1257	18557	606	19208	0	0	1442	7.28	16271	82.12	396	1.99	1099	5.55
город Москва	район Отрадное	65067	115000	0	22574	1387	91039	1387	22539	1418	22508	0	0	3453	14.43	16931	70.76	592	2.47	1532	6.40
город Москва	район Очаково-Матвеевское	48087	53805	0	18624	979	34202	978	18571	781	18768	0	0	2050	10.49	15303	78.28	515	2.63	900	4.60
город Москва	район Перово	43047	58125	0	13265	2822	42038	2822	13245	618	15449	0	0	1274	7.93	13029	81.09	329	2.05	817	5.08
город Москва	район Печатники	28994	38050	0	11184	821	26045	821	11122	331	11612	0	0	555	4.65	10304	86.28	177	1.48	576	4.82
город Москва	район Покровское-Стрешнево	21568	27750	0	7794	379	19577	379	7787	503	7663	0	0	1640	20.08	5254	64.34	235	2.88	534	6.54
город Москва	район Преображенское	28553	36200	0	10494	639	25065	639	10477	838	10278	2	0	1833	16.49	7440	66.93	312	2.81	693	6.23
город Москва	район Проспект Вернадского	25061	25730	0	8583	1398	15749	1398	8561	617	9342	0	0	1322	13.27	7403	74.33	182	1.83	435	4.37
город Москва	район Раменки	55334	66600	0	18093	1016	47491	1015	18057	1424	17648	0	0	3612	18.94	12443	65.24	466	2.44	1127	5.91
город Москва	район Ростокино	14589	20000	0	5007	420	14573	419	5004	319	5104	0	0	669	12.34	4033	74.37	126	2.32	276	5.09
город Москва	район Савелки	13289	18200	0	4046	1086	13068	1086	4037	214	4909	0	0	244	4.76	4326	84.44	89	1.74	250	4.88
город Москва	район Свиблово	21386	26600	0	7820	805	17975	805	7814	289	8330	0	0	1372	15.92	6327	73.41	214	2.48	417	4.84
город Москва	район Северное Бутово	29811	43500	0	9709	509	33282	509	9650	584	9575	0	0	1474	14.51	7209	70.96	267	2.63	625	6.15
город Москва	район Северное Измайлово	29075	37100	0	10389	1126	25585	1125	10381	507	10999	0	0	1312	11.40	8713	75.73	264	2.29	710	6.17
город Москва	район Северное Медведково	37725	51400	0	12664	833	37903	833	12648	878	12603	0	0	2205	16.36	9089	67.42	430	3.19	879	6.52
город Москва	район Северное Тушино	49205	67900	0	16510	1397	49993	1397	16497	1198	16696	0	0	3214	17.96	11656	65.14	544	3.04	1282	7.16
